wxDVFileHeaderVer.1
base (2) - Energy Use| Total,base (2) - Energy Use| Net,base (2) - Fuel Use| Electricity: Total,base (2) - Fuel Use| Electricity: Net,base (2) - Fuel Use| Natural Gas: Total,base (2) - End Use| Electricity: Heating,base (2) - End Use| Electricity: Heating Fans/Pumps,base (2) - End Use| Electricity: Heating Heat Pump Backup,base (2) - End Use| Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - End Use| Electricity: Cooling,base (2) - End Use| Electricity: Cooling Fans/Pumps,base (2) - End Use| Electricity: Lighting Interior,base (2) - End Use| Electricity: Lighting Garage,base (2) - End Use| Electricity: Lighting Exterior,base (2) - End Use| Electricity: Mech Vent,base (2) - End Use| Electricity: Refrigerator,base (2) - End Use| Electricity: Dishwasher,base (2) - End Use| Electricity: Clothes Washer,base (2) - End Use| Electricity: Clothes Dryer,base (2) - End Use| Electricity: Range/Oven,base (2) - End Use| Electricity: Television,base (2) - End Use| Electricity: Plug Loads,base (2) - End Use| Electricity: Battery,base (2) - End Use| Natural Gas: Hot Water,base (2) - Emissions| CO2e: BEopt: Total,base (2) - Emissions| CO2e: BEopt: Net,base (2) - Emissions| CO2e: BEopt: Electricity: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Net,base (2) - Emissions| CO2e: BEopt: Natural Gas: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Heating,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Interior,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Garage,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,base (2) - Emissions| CO2e: BEopt: Electricity: Mech Vent,base (2) - Emissions| CO2e: BEopt: Electricity: Refrigerator,base (2) - Emissions| CO2e: BEopt: Electricity: Dishwasher,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Washer,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,base (2) - Emissions| CO2e: BEopt: Electricity: Range/Oven,base (2) - Emissions| CO2e: BEopt: Electricity: Television,base (2) - Emissions| CO2e: BEopt: Electricity: Plug Loads,base (2) - Emissions| CO2e: BEopt: Electricity: Battery,base (2) - Emissions| CO2e: BEopt: Natural Gas: Hot Water,base (2) - Hot Water| Clothes Washer,base (2) - Hot Water| Dishwasher,base (2) - Hot Water| Fixtures,base (2) - Hot Water| Distribution Waste,base (2) - Load| Heating: Delivered,base (2) - Load| Heating: Heat Pump Backup,base (2) - Load| Cooling: Delivered,base (2) - Load| Hot Water: Delivered,base (2) - Load| Hot Water: Tank Losses,base (2) - Component Load| Heating: Roofs,base (2) - Component Load| Heating: Ceilings,base (2) - Component Load| Heating: Walls,base (2) - Component Load| Heating: Doors,base (2) - Component Load| Heating: Windows Conduction,base (2) - Component Load| Heating: Windows Solar,base (2) - Component Load| Heating: Floors,base (2) - Component Load| Heating: Internal Mass,base (2) - Component Load| Heating: Infiltration,base (2) - Component Load| Heating: Mechanical Ventilation,base (2) - Component Load| Heating: Ducts,base (2) - Component Load| Heating: Internal Gains,base (2) - Component Load| Heating: Lighting,base (2) - Component Load| Cooling: Roofs,base (2) - Component Load| Cooling: Ceilings,base (2) - Component Load| Cooling: Walls,base (2) - Component Load| Cooling: Doors,base (2) - Component Load| Cooling: Windows Conduction,base (2) - Component Load| Cooling: Windows Solar,base (2) - Component Load| Cooling: Floors,base (2) - Component Load| Cooling: Internal Mass,base (2) - Component Load| Cooling: Infiltration,base (2) - Component Load| Cooling: Natural Ventilation,base (2) - Component Load| Cooling: Mechanical Ventilation,base (2) - Component Load| Cooling: Ducts,base (2) - Component Load| Cooling: Internal Gains,base (2) - Component Load| Cooling: Lighting,base (2) - Unmet Hours| Heating,base (2) - Unmet Hours| Cooling,base (2) - Unmet Hours| EV Driving,base (2) - Temperature| Garage,base (2) - Temperature| Conditioned Space,base (2) - Temperature| Basement - Unconditioned,base (2) - Temperature| Attic - Vented,base (2) - Temperature| Crawlspace - Unvented,base (2) - Temperature| Heating Setpoint,base (2) - Temperature| Cooling Setpoint,base (2) - Airflow| Infiltration,base (2) - Airflow| Mechanical Ventilation,base (2) - Airflow| Natural Ventilation,base (2) - Weather| Drybulb Temperature,base (2) - Weather| Wetbulb Temperature,base (2) - Weather| Relative Humidity,base (2) - Weather| Wind Speed,base (2) - Weather| Diffuse Solar Radiation,base (2) - Weather| Direct Solar Radiation,base (2) - Resilience| Battery
21.173,21.173,5.291,5.291,3.121,1.959,0.307,2.058,0.103,0.0,0.0,0.214,0.007,0.013,0.032,0.041,0.015,0.008,0.071,0.062,0.092,0.31,0.0,3.121,4.42311,4.42311,4.05801,4.05801,0.3651,1.50271,0.23564,1.57859,0.07883,0.0,0.0,0.16425,0.00529,0.01032,0.02418,0.03119,0.01115,0.00599,0.0545,0.04736,0.07048,0.23753,0.0,0.3651,0.178,0.155,3.018,1.037,22.506,5.026,0.0,2.517,0.347,2.902,0.476,8.659,0.184,2.706,-1.517,1.499,0.333,1.476,5.418,2.794,-2.756,-0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.588,71.0,69.881,28.169,58.927,71.0,76.0,25.92,94.904,0.0,21.92,18.355,55.0,9.171,12.046,148.672,0.0
15.925,15.925,3.766,3.766,3.076,1.914,0.373,0.297,0.0,0.0,0.0,0.214,0.006,0.011,0.032,0.041,0.016,0.009,0.101,0.064,0.092,0.31,0.0,3.076,3.02831,3.02831,2.66837,2.66837,0.35994,1.46812,0.28616,0.22745,0.0,0.0,0.0,0.16425,0.00451,0.00833,0.02418,0.03119,0.0125,0.00706,0.07721,0.04941,0.07048,0.23753,0.0,0.35994,0.209,0.174,2.353,0.809,19.586,0.0,0.0,2.032,0.346,2.966,0.49,8.519,0.171,1.725,-2.037,1.569,0.579,0.931,4.304,2.703,-2.672,-0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.639,71.001,69.949,32.642,58.961,71.0,76.0,20.998,96.908,0.0,32.0,25.419,40.0,9.171,33.285,136.943,0.0
13.95,13.95,3.196,3.196,3.044,1.55,0.316,0.173,0.0,0.0,0.0,0.204,0.005,0.01,0.032,0.04,0.014,0.009,0.115,0.056,0.092,0.31,0.0,3.044,2.60012,2.60012,2.24403,2.24403,0.3561,1.18882,0.24231,0.13239,0.0,0.0,0.0,0.15624,0.0042,0.00799,0.02418,0.03043,0.01077,0.00689,0.08857,0.04324,0.07048,0.23753,0.0,0.3561,0.205,0.15,1.91,0.657,17.25,0.0,0.0,1.672,0.341,2.927,0.495,7.914,0.142,1.176,-2.513,1.658,0.81,0.725,3.876,2.344,-2.048,-0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.591,71.0,69.885,39.057,59.09,71.0,76.0,18.352,97.91,0.0,35.96,27.844,35.0,8.053,49.769,148.672,0.0
10.58,10.58,2.659,2.659,1.506,1.328,0.264,0.093,0.0,0.0,0.0,0.193,0.005,0.01,0.032,0.04,0.012,0.008,0.12,0.067,0.094,0.317,0.0,1.506,2.15738,2.15738,1.98121,1.98121,0.17617,1.01861,0.20223,0.07165,0.0,0.0,0.0,0.14822,0.00389,0.00799,0.02418,0.03043,0.00923,0.00615,0.09197,0.05147,0.07212,0.24305,0.0,0.17617,0.183,0.129,1.493,0.513,14.972,0.0,0.0,1.329,0.334,2.777,0.495,7.014,0.116,0.771,-3.259,1.822,1.178,0.705,3.522,2.14,-1.894,-0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.807,71.0,69.74,45.37,59.274,71.0,76.0,19.706,98.21,0.0,39.02,29.838,33.0,12.751,47.55,217.778,0.0
28.172,28.172,7.82,7.82,1.491,1.068,0.206,0.0,0.0,0.0,0.0,0.188,0.004,0.011,0.032,0.042,0.01,0.007,0.11,0.077,0.096,0.324,5.555,1.491,6.10285,6.10285,5.92839,5.92839,0.17445,0.81888,0.15813,0.0,0.0,0.0,0.0,0.14422,0.00327,0.00866,0.02418,0.03195,0.00788,0.0055,0.08402,0.05868,0.07376,0.24858,4.26069,0.17445,0.163,0.11,1.082,0.372,12.35,0.0,0.0,0.989,0.324,2.452,0.467,5.941,0.1,0.416,-3.598,1.936,1.395,0.555,3.139,1.894,-1.826,-0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.759,71.0,69.562,51.12,59.488,71.0,76.0,17.273,97.509,0.0,42.08,32.442,31.0,11.632,31.066,273.887,2.0
23.986,23.986,6.594,6.594,1.486,0.903,0.174,0.0,0.0,0.0,0.0,0.183,0.004,0.013,0.032,0.042,0.012,0.006,0.099,0.062,0.096,0.324,4.648,1.486,5.23297,5.23297,5.05917,5.05917,0.17381,0.69222,0.13314,0.0,0.0,0.0,0.0,0.14021,0.00327,0.00966,0.02418,0.03195,0.00884,0.00492,0.07608,0.04736,0.07376,0.24858,3.565,0.17381,0.146,0.123,0.923,0.317,10.228,0.0,0.0,0.864,0.316,2.064,0.426,4.896,0.088,0.141,-3.841,2.003,1.545,0.495,3.11,1.589,-1.66,-0.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.786,71.0,69.315,56.118,59.721,71.0,76.0,15.425,96.807,0.0,42.08,32.43,31.0,9.171,36.138,280.861,4.0
8.047,8.047,1.924,1.924,1.481,0.745,0.141,0.0,0.0,0.0,0.0,0.193,0.004,0.013,0.032,0.042,0.009,0.005,0.084,0.077,0.094,0.317,0.17,1.481,1.65072,1.65072,1.47748,1.47748,0.17324,0.57171,0.10824,0.0,0.0,0.0,0.0,0.14822,0.00327,0.01032,0.02418,0.03195,0.00692,0.00402,0.06472,0.05868,0.07212,0.24305,0.13007,0.17324,0.119,0.096,0.826,0.284,8.482,0.0,0.0,0.76,0.308,1.685,0.382,3.902,0.083,-0.025,-4.187,2.107,1.741,0.948,2.852,1.347,-1.689,-0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.176,71.0,69.039,57.29,59.978,71.0,76.0,31.894,95.806,0.0,44.06,33.776,30.0,23.04,41.844,264.694,4.0
6.768,6.768,1.55,1.55,1.48,0.549,0.102,0.0,0.0,0.0,0.0,0.214,0.005,0.015,0.032,0.041,0.01,0.006,0.09,0.059,0.098,0.331,0.0,1.48,1.36353,1.36353,1.19041,1.19041,0.17312,0.42132,0.07814,0.0,0.0,0.0,0.0,0.16425,0.00404,0.01166,0.02418,0.03119,0.00731,0.00427,0.06926,0.0453,0.0754,0.2541,0.0,0.17312,0.127,0.102,0.794,0.273,6.235,0.0,0.0,0.743,0.302,1.29,0.33,3.094,0.085,-0.17,-4.281,2.21,1.818,0.584,2.643,1.131,-1.759,-0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.534,71.0,68.766,58.4,60.248,71.0,76.0,21.282,96.206,0.0,46.04,35.101,29.0,17.224,24.409,269.132,4.0
6.862,6.862,1.576,1.576,1.485,0.462,0.086,0.0,0.0,0.0,0.0,0.261,0.006,0.019,0.032,0.044,0.01,0.005,0.081,0.123,0.103,0.346,0.0,1.485,1.38326,1.38326,1.20957,1.20957,0.1737,0.354,0.06574,0.0,0.0,0.0,0.0,0.2003,0.00482,0.01465,0.02418,0.03347,0.00731,0.0041,0.06245,0.09471,0.07868,0.26515,0.0,0.1737,0.122,0.102,0.954,0.328,5.098,0.0,0.0,0.863,0.301,0.912,0.267,2.384,0.086,0.226,-3.721,2.15,1.54,0.534,2.849,0.842,-2.076,-0.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.525,71.0,68.428,58.401,60.484,71.0,76.0,17.927,95.605,0.0,44.06,33.782,30.0,13.869,19.337,230.775,4.0
7.79,7.79,1.845,1.845,1.495,0.51,0.098,0.029,0.0,0.0,0.0,0.339,0.009,0.024,0.032,0.048,0.012,0.005,0.08,0.201,0.111,0.375,0.0,1.495,1.61179,1.61179,1.4369,1.4369,0.17489,0.39127,0.07504,0.02235,0.0,0.0,0.0,0.26039,0.00684,0.01865,0.02418,0.03651,0.00942,0.00402,0.06131,0.15442,0.08524,0.28725,0.0,0.17489,0.119,0.131,1.242,0.427,5.386,0.0,0.0,1.098,0.3,0.527,0.189,1.717,0.093,1.268,-2.245,1.917,0.821,0.722,3.314,0.7,-2.479,-1.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.299,71.0,68.06,55.6,60.644,71.0,76.0,20.846,95.505,0.0,39.92,30.776,35.0,14.987,10.144,149.623,3.0
10.205,10.205,2.111,2.111,3.002,0.627,0.124,0.059,0.0,0.0,0.0,0.449,0.017,0.028,0.032,0.05,0.022,0.005,0.076,0.157,0.113,0.382,0.0,3.002,1.99242,1.99242,1.64124,1.64124,0.35119,0.48085,0.09504,0.04549,0.0,0.0,0.0,0.34452,0.01306,0.02131,0.02418,0.03803,0.01673,0.00402,0.05791,0.12045,0.08688,0.29277,0.0,0.35119,0.119,0.233,1.339,0.46,6.529,0.0,0.0,1.23,0.301,0.133,0.103,1.311,0.107,2.599,0.004,1.543,-0.249,0.642,3.631,0.754,-2.558,-1.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.618,71.0,67.787,51.976,60.699,71.0,76.0,16.869,95.204,0.0,37.04,29.175,39.0,8.053,0.0,0.0,3.0
9.403,9.403,2.316,2.316,1.502,0.763,0.154,0.093,0.0,0.0,0.0,0.548,0.024,0.03,0.032,0.048,0.028,0.005,0.076,0.081,0.107,0.36,0.0,1.502,1.97637,1.97637,1.8007,1.8007,0.17568,0.58552,0.11843,0.07139,0.0,0.0,0.0,0.42063,0.01819,0.02265,0.02418,0.03651,0.02134,0.00402,0.05791,0.06177,0.08196,0.2762,0.0,0.17568,0.119,0.297,1.332,0.458,7.91,0.0,0.0,1.268,0.306,0.206,0.102,1.956,0.123,2.838,0.005,1.567,-0.343,0.891,3.862,0.922,-2.429,-1.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.453,71.0,67.691,47.746,60.661,71.0,76.0,21.985,95.204,0.0,35.06,28.044,42.0,13.869,0.0,0.0,3.0
10.112,10.112,2.524,2.524,1.501,1.086,0.196,0.156,0.0,0.0,0.0,0.575,0.023,0.03,0.032,0.047,0.023,0.005,0.077,0.047,0.1,0.338,0.0,1.501,2.27253,2.27253,2.09694,2.09694,0.17559,0.83294,0.15012,0.11932,0.0,0.0,0.0,0.44066,0.01757,0.02331,0.02418,0.03575,0.0173,0.00402,0.05904,0.03603,0.07704,0.25963,0.0,0.17559,0.119,0.241,1.335,0.459,9.536,0.0,0.0,1.235,0.309,0.337,0.098,2.818,0.135,3.023,0.006,1.511,-0.596,0.992,4.222,1.117,-2.305,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.075,71.0,67.745,44.037,60.535,71.0,76.0,22.44,95.305,0.0,32.0,25.991,45.0,12.751,0.0,0.0,3.0
10.884,10.884,2.744,2.744,1.521,1.259,0.234,0.202,0.0,0.0,0.0,0.413,0.019,0.028,0.032,0.046,0.017,0.005,0.08,0.034,0.096,0.324,0.0,1.521,2.31648,2.31648,2.1385,2.1385,0.17798,0.96573,0.17954,0.15487,0.0,0.0,0.0,0.31648,0.01493,0.02165,0.02418,0.03499,0.01288,0.00386,0.06131,0.02574,0.07376,0.24858,0.0,0.17798,0.114,0.179,1.308,0.45,11.315,0.0,0.0,1.172,0.314,0.529,0.104,3.692,0.144,3.05,0.004,1.425,-0.9,0.97,4.358,1.342,-2.239,-1.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.785,71.0,67.904,41.437,60.384,71.0,76.0,21.289,95.505,0.0,30.92,25.096,45.0,10.29,0.0,0.0,3.0
10.793,10.793,2.734,2.734,1.462,1.456,0.278,0.255,0.0,0.0,0.0,0.209,0.013,0.024,0.032,0.044,0.011,0.003,0.065,0.021,0.085,0.288,0.0,1.462,2.30761,2.30761,2.13656,2.13656,0.17106,1.11705,0.21319,0.19594,0.0,0.0,0.0,0.16024,0.0098,0.01865,0.02418,0.03347,0.00846,0.00263,0.04996,0.01647,0.06557,0.22096,0.0,0.17106,0.078,0.118,0.923,0.317,13.324,0.0,0.0,0.822,0.321,0.763,0.122,4.435,0.15,3.078,0.002,1.335,-1.131,0.999,4.423,1.566,-2.028,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79,71.0,68.123,39.361,60.257,71.0,76.0,21.383,94.503,0.0,30.02,24.135,43.0,9.171,0.0,0.0,3.0
11.094,11.094,2.819,2.819,1.474,1.649,0.322,0.317,0.0,0.0,0.0,0.094,0.008,0.02,0.032,0.041,0.008,0.002,0.036,0.015,0.077,0.259,0.0,1.474,2.38049,2.38049,2.20801,2.20801,0.17249,1.26482,0.24671,0.24347,0.0,0.0,0.0,0.07211,0.00606,0.01565,0.02418,0.03119,0.00596,0.00139,0.02725,0.01132,0.05901,0.19886,0.0,0.17249,0.041,0.083,0.665,0.229,15.237,0.0,0.0,0.586,0.326,1.037,0.155,5.091,0.154,3.127,0.001,1.278,-1.181,1.049,4.453,1.816,-1.836,-0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.03,71.0,68.379,37.535,60.144,71.0,76.0,21.839,92.499,0.0,28.94,23.452,45.0,8.053,0.0,0.0,2.0
11.648,11.648,2.985,2.985,1.462,1.798,0.356,0.371,0.0,0.0,0.0,0.063,0.005,0.017,0.032,0.04,0.004,0.001,0.015,0.009,0.075,0.252,0.0,1.462,2.50064,2.50064,2.32953,2.32953,0.17111,1.37903,0.2731,0.28493,0.0,0.0,0.0,0.04807,0.00358,0.01332,0.02418,0.03043,0.00288,0.00074,0.01135,0.00721,0.05737,0.19334,0.0,0.17111,0.022,0.04,0.349,0.12,16.717,0.023,0.0,0.305,0.328,1.32,0.196,5.665,0.158,3.174,0.001,1.256,-1.082,1.093,4.488,2.041,-1.909,-0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.377,71.002,68.649,35.955,60.029,71.0,76.0,22.243,91.097,0.0,28.04,22.701,45.0,6.935,0.0,0.0,2.0
11.401,11.401,3.341,3.341,0.0,2.004,0.403,0.588,0.007,0.0,0.0,0.052,0.004,0.016,0.032,0.039,0.002,0.001,0.009,0.009,0.071,0.238,0.0,0.0,2.66395,2.66395,2.66395,2.66395,0.0,1.53734,0.3092,0.45063,0.00527,0.0,0.0,0.04006,0.00295,0.01232,0.02418,0.02967,0.00135,0.00057,0.00681,0.00721,0.05409,0.18229,0.0,0.0,0.017,0.019,0.159,0.055,18.496,0.403,0.0,0.143,0.33,1.545,0.229,6.103,0.162,3.426,0.001,1.229,-1.015,1.317,4.818,2.197,-1.943,-0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.685,71.0,68.872,33.969,59.892,71.0,76.0,24.855,90.696,0.0,24.98,20.221,46.0,9.171,0.0,0.0,2.0
14.492,14.492,3.821,3.821,1.454,1.992,0.373,0.99,0.037,0.0,0.0,0.052,0.003,0.016,0.032,0.038,0.001,0.0,0.006,0.005,0.068,0.23,0.0,1.454,3.1186,3.1186,2.94852,2.94852,0.17009,1.52769,0.28614,0.75939,0.02833,0.0,0.0,0.04006,0.00233,0.01232,0.02418,0.02891,0.00096,0.00033,0.00454,0.00412,0.05245,0.17677,0.0,0.17009,0.01,0.013,0.095,0.033,19.71,1.841,0.0,0.087,0.331,1.751,0.262,6.506,0.169,3.492,0.001,1.216,-0.916,1.383,4.911,2.397,-2.159,-0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.966,71.0,69.082,32.338,59.747,71.0,76.0,25.562,90.496,0.0,24.08,19.28,44.0,9.171,0.0,0.0,2.0
14.967,14.967,4.386,4.386,0.0,1.958,0.331,1.636,0.079,0.0,0.0,0.052,0.003,0.015,0.032,0.037,0.001,0.0,0.003,0.005,0.066,0.223,0.0,0.0,3.40703,3.40703,3.40703,3.40703,0.0,1.5017,0.25389,1.25483,0.06058,0.0,0.0,0.04006,0.00264,0.01166,0.02418,0.02815,0.00058,0.00033,0.00227,0.00412,0.05081,0.17124,0.0,0.0,0.01,0.008,0.159,0.055,20.925,3.928,0.0,0.133,0.339,1.922,0.29,6.862,0.175,3.62,0.001,1.201,-0.85,1.487,5.154,2.485,-2.17,-0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.247,71.0,69.245,30.749,59.596,71.0,76.0,26.117,90.295,0.0,21.92,17.619,46.0,8.053,0.0,0.0,1.0
17.816,17.816,4.792,4.792,1.465,1.943,0.31,2.002,0.1,0.0,0.0,0.057,0.004,0.015,0.032,0.036,0.001,0.001,0.006,0.009,0.068,0.23,0.0,1.465,3.86459,3.86459,3.69319,3.69319,0.17139,1.49021,0.2375,1.53584,0.07697,0.0,0.0,0.04407,0.00327,0.01166,0.02418,0.02738,0.00058,0.00057,0.00454,0.00721,0.05245,0.17677,0.0,0.17139,0.017,0.008,0.446,0.153,21.885,5.118,0.0,0.357,0.337,2.081,0.316,7.205,0.181,3.705,0.001,1.194,-0.773,1.569,5.269,2.605,-2.339,-0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.554,71.0,69.389,29.286,59.448,71.0,76.0,27.015,90.496,0.0,21.02,17.166,50.0,9.171,0.0,0.0,1.0
-0.462,-0.462,-0.576,-0.576,1.505,1.943,0.304,2.106,0.106,0.0,0.0,0.094,0.006,0.017,0.032,0.036,0.003,0.001,0.009,0.015,0.071,0.238,-5.555,1.505,-0.26601,-0.26601,-0.44208,-0.44208,0.17607,1.49038,0.23328,1.61493,0.08119,0.0,0.0,0.07211,0.00482,0.01299,0.02418,0.02738,0.00192,0.0009,0.00681,0.01132,0.05409,0.18229,-4.26068,0.17607,0.027,0.027,1.651,0.568,22.296,5.514,0.0,1.304,0.343,2.242,0.345,7.55,0.186,3.7,0.001,1.203,-0.656,1.567,5.281,2.687,-2.614,-0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.94,71.0,69.522,28.256,59.311,71.0,76.0,26.986,90.696,0.0,21.02,17.166,50.0,9.171,0.0,0.0,0.0
8.521,8.521,1.107,1.107,4.744,1.924,0.291,2.343,0.119,0.0,0.0,0.157,0.009,0.019,0.032,0.038,0.005,0.002,0.024,0.034,0.079,0.266,-4.206,4.744,1.42536,1.42536,0.87027,0.87027,0.55509,1.47592,0.22332,1.79672,0.09115,0.0,0.0,0.12018,0.00653,0.01465,0.02418,0.02891,0.00385,0.0018,0.01817,0.02574,0.06065,0.20439,-3.22588,0.55509,0.054,0.054,3.755,1.291,22.598,6.247,0.0,2.95,0.344,2.396,0.372,7.864,0.188,3.7,0.002,1.226,-0.516,1.556,5.472,2.714,-2.965,-0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.848,71.0,69.613,27.365,59.178,71.0,76.0,26.139,91.698,0.0,19.94,16.381,52.0,5.816,0.0,0.0,0.0
22.85,22.85,5.769,5.769,3.165,1.924,0.285,2.461,0.125,0.0,0.0,0.198,0.008,0.018,0.032,0.04,0.008,0.005,0.047,0.056,0.09,0.302,0.169,3.165,4.79513,4.79513,4.42485,4.42485,0.37029,1.47606,0.21892,1.88748,0.09555,0.0,0.0,0.15223,0.00638,0.01365,0.02418,0.03043,0.00596,0.00402,0.03633,0.04324,0.06885,0.23201,0.12956,0.37029,0.119,0.083,3.722,1.279,23.076,6.404,0.0,2.98,0.345,2.503,0.391,8.093,0.19,3.757,0.002,1.235,-0.455,1.583,5.568,2.74,-3.048,-0.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.692,71.0,69.671,26.52,59.052,71.0,76.0,26.59,93.301,0.0,19.94,16.381,52.0,8.053,0.0,0.0,0.0
20.4,20.4,4.606,4.606,4.683,2.006,0.358,1.197,0.052,0.0,0.0,0.214,0.007,0.013,0.032,0.041,0.015,0.008,0.071,0.062,0.092,0.31,0.0,4.683,3.98129,3.98129,3.43336,3.43336,0.54793,1.53849,0.27459,0.91816,0.03988,0.0,0.0,0.16425,0.00529,0.01032,0.02418,0.03119,0.01115,0.00599,0.0545,0.04736,0.07048,0.23753,0.0,0.54793,0.178,0.155,3.019,1.038,21.168,2.356,0.0,2.516,0.346,2.855,0.46,8.639,0.189,2.243,-1.768,1.56,0.348,1.236,5.048,2.781,-2.888,-0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09,71.0,69.772,29.09,58.986,71.0,76.0,23.28,94.904,0.0,24.98,20.864,53.0,5.816,11.095,185.127,0.0
15.892,15.892,3.756,3.756,3.075,1.965,0.39,0.385,0.0,0.0,0.0,0.214,0.006,0.011,0.032,0.041,0.016,0.009,0.101,0.064,0.092,0.31,0.0,3.075,3.14866,3.14866,2.78884,2.78884,0.35982,1.50745,0.29934,0.29541,0.0,0.0,0.0,0.16425,0.00451,0.00833,0.02418,0.03119,0.0125,0.00706,0.07721,0.04941,0.07048,0.23753,0.0,0.35982,0.209,0.174,2.353,0.809,19.098,0.0,0.0,2.031,0.344,2.982,0.483,8.474,0.172,1.473,-2.83,1.732,0.702,1.02,4.684,2.541,-2.481,-0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.469,71.001,69.787,34.408,59.017,71.0,76.0,21.152,96.908,0.0,28.94,22.626,37.0,5.816,7.925,273.57,0.0
